CTE, steer_value
0.2762,-0.0592793
0.2799,-0.0581571
0.2832,-0.0577226
0.2881,-0.0626171
0.2898,-0.0548336
0.291,-0.0537804
0.2916,-0.05237
0.2913,-0.0500452
0.2905,-0.0486432
0.2891,-0.046884
0.2873,-0.0455601
0.2823,-0.0366081
0.2791,-0.040595
0.2755,-0.0389572
0.2748,-0.0461576
0.2961,-0.105422
0.3031,-0.0705356
0.3173,-0.0911921
0.3348,-0.102577
0.3531,-0.107788
0.387,-0.15309
0.4026,-0.109603
0.417,-0.109085
0.4303,-0.108627
0.4538,-0.13848
0.4641,-0.106947
