CTE, steer_value
0.3654,-0.0507809
0.3517,-0.0747706
0.3217,-0.02849
0.3053,-0.0600731
0.2883,-0.0556909
0.2518,-0.000172979
0.2324,-0.0400458
0.2127,-0.0359245
0.1714,0.0257602
0.1499,-0.0205359
0.1068,0.0414846
0.085,-0.00852479
0.0632,-0.00474425
0.0192,0.0589779
-0.0031,0.00807552
-0.0249,0.0106234
-0.0903,0.13215
-0.1504,0.1293
-0.1406,-0.0488595
-0.107,-0.114778
-0.0538,-0.173528
0.0565,-0.336961
0.1102,-0.203449
0.2101,-0.337597
0.2572,-0.212578
0.3015,-0.213336
0.3848,-0.326469
0.4236,-0.221017
0.4595,-0.220111
0.5251,-0.306721
0.5547,-0.221171
0.5814,-0.218702
0.6279,-0.277019
0.6477,-0.213274
0.6648,-0.209664
0.6917,-0.239334
0.7017,-0.198643
0.7091,-0.193608
0.7168,-0.195951
0.7172,-0.177831
0.7153,-0.171935
0.7112,-0.165905
0.6964,-0.136542
0.6859,-0.145801
0.6734,-0.138798
0.659,-0.131713
0.6281,-0.0848736
0.619,-0.138541
0.6177,-0.158218
0.6237,-0.177908
0.6351,-0.193746
0.6378,-0.172465
0.6384,-0.167484
0.6369,-0.162135
0.6281,-0.14238
0.6207,-0.144835
0.6116,-0.139162
0.6006,-0.13265
0.5734,-0.0871949
0.5573,-0.112603
0.5398,-0.106199
0.5207,-0.0990039
0.5002,-0.092063
0.455,-0.0219665
0.4304,-0.0698369
0.4051,-0.0637942
0.3225,0.0951846
0.231,0.133537
0.2108,-0.0430444
0.2064,-0.0822419
0.2241,-0.141207
0.2532,-0.175153
0.3155,-0.269955
0.3445,-0.191046
0.3712,-0.190021
0.4194,-0.252856
0.4408,-0.189068
0.4599,-0.186747
0.4772,-0.18538
0.5061,-0.219882
0.5177,-0.178398
0.5272,-0.17493
0.5347,-0.171369
0.544,-0.17772
0.5459,-0.159551
0.5457,-0.154399
0.5437,-0.149689
0.5343,-0.129545
0.5269,-0.133483
0.5178,-0.127779
0.4947,-0.0885673
0.4807,-0.109266
0.4653,-0.103203
0.4302,-0.0474842
0.4105,-0.0830724
0.3898,-0.0770692
0.3448,-0.00798037
0.3206,-0.0563884
0.2958,-0.0506483
0.27,-0.0437152
0.216,0.0368343
0.1878,-0.0234561
0.1594,-0.0180521
0.1012,0.0673087
0.0714,0.000771683
0.0418,0.00541478
-0.018,0.092105
-0.0481,0.0223782
-0.0777,0.0263042
-0.1274,0.0857675
-0.1409,-0.0032354
-0.1318,-0.0618428
-0.1144,-0.0857962
-0.0544,-0.203807
-0.0244,-0.133281
0.0041,-0.134465
0.0837,-0.277403
0.1536,-0.265153
0.1909,-0.189408
0.206,-0.136056
0.2194,-0.134174
0.2416,-0.160348
0.2506,-0.128672
0.2579,-0.12574
0.268,-0.134662
0.2709,-0.11708
0.2723,-0.113629
0.2708,-0.106136
0.268,-0.102456
0.2639,-0.0985477
0.2517,-0.0760527
0.2437,-0.0853449
0.2346,-0.0810598
0.2244,-0.0765793
0.2006,-0.0381565
0.1871,-0.0618729
0.1729,-0.0576874
0.1417,-0.00936907
0.1248,-0.0425714
0.1075,-0.0385807
0.0708,0.0167808
0.0521,-0.0254255
